1 input_SAM_INSB_SRBM_Radar_#1.asc  Feb 11 2018 18:31:27
  0  0 99
time            lconv           msl_time        mach            pdynmc          
psiblx          thtblx          phiblx          alppx           phipx           
alphax          betax           ppx             qqx             rrx             
SBEL1           SBEL2           SBEL3           dvbe            alt             
psivlx          thtvlx          anx             ayx             mass            
thrust          xcg             ai11            ai33            stmarg_pitch    
realq1          realq2          wnq             zetq            realp           
gavail          gmax            wnr             stmarg_yaw      realr1          
realr2          prreal          dbtk            epy             dta             
epz             thtpbx          psipbx          sigdy           sigdz           
thtvlcx         psivlcx         phiblcx         ancomx          alcomx          
gnav_comp       allx            annx            gn              dcvel           
psiflx          ip_sltrange     dvtbc           wacl            pacl            
wrcl            zrate           wnlagr          ancomx_test     alcomx_test     
dpx             dqx             drx             delx1           delx2           
delx3           delx4           miss            MISS1           MISS2           
MISS3           mode            dbt             psiptx          thtptx          
etax            zetx            aztbx           eltbx           dab             
ddab            snr_db          onax            epsic           ethtc           
psisb           thtsb           lamdqb          lamdrb          
0               240631          3.71649         -179.635        -82.4341        
0               0               0               0               0               
0               0               0               0               0               
-0.115628       0.221124        0               0               5               1               
433.289         0               5.00147         1.37646         118653          
54.994          77.9558         0.165619        0.336532        0.230725        
0.336529        0.00135517      -0.0237198      -0.131921       0.000174944     
135.317         193.24          -1038.26        462.989         1038.26         
54.9958         77.6195         0.240574        -0.000974332    238.73          
31764.4         2.61241         2.47489         289.956         0.390089        
-1.25257        -106.007        0               0               -146.402        
49.7435         50              0               0.189923        -1.05382        
-106.179        -53.6166        49552.2         0               0               
0               0               0               0               0               
77.6122         54.7653         -0.000810285    -1.62166        0.72338         
0               0.72338         -1.62166        0               0               
61.0596         13838.6         0               0.501027        225.611         
117.122         0.999255        6.39189         0               0               
0.00352948      -0.059972       0.000111134     -0.00364061     -0.0635015      
-0.00341835     0.0564425       0               0               0               
0               222031          49551.8         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               6               1               
450.833         0               22.5455         2.63548         80877.7         
61.6686         86.4298         1.15335         0.682425        -16.0821        
0.655721        -0.189037       -6.39194        -0.634736       0.398299        
915.832         1676.49         -12979.7        777.669         12979.7         
58.9122         85.7741         0.395654        0.113467        184.909         
7275.28         2.37473         1.992           214.036         1.18493         
-1.73564        -84.8957        0               0               -33.7918        
45.6118         46.0995         0               1.06267         -1.59059        
-85.0351        -43.3129        6237.13         0.000336149     0               
-0.000200941    12.9407         -6.46766        0.00979544      -0.00346193     
85.7704         58.206          0.0786293       5.95271         -2.12424        
5038.63         -2.12424        5.95271         2.00075         -2518.37        
0               1780.61         0               0.694254        191.833         
27.0335         0.999255        6.39189         0               0               
0.0195094       -0.741635       -0.205956       0.186446        -0.761145       
-0.225465       0.722126        0               0               0               
0               240631          6236.38         0               0               
0               0               0               0               0               
0               0               0               0               0               
-0.118494       0.221584        0               0               6               1               
453.34          2               25.0525         2.8065          66925.4         
29.3429         80.3012         -0.400895       5.56717         152.107         
-4.92378        2.60125         81.0058         -7.39578        -13.6826        
992.151         1811.33         -14986.8        828.129         14986.8         
57.1405         84.693          -2.62072        -1.39834        179.895         
7416.46         2.35969         1.96442         216.042         0.963273        
-1.46482        -65.9876        0               0               -24.7004        
35.4367         38.8405         0               0.649435        -1.11503        
-66.336         -33.7255        8.46392         -0.533526       0               
-1.81132        9.97854         -14.7246        -4.25635        -5.31405        
84.6897         56.5946         -0.926408       23.9464         30.5804         
-57.5206        31.4437         24.6224         3.3781          17.0275         
0               1780.61         0               0.585929        161.58          
19.7604         0.999255        6.39189         0               0               
-0.339711       5.14954         2.43154         -2.09183        5.48925         
2.77125         -4.80983        8.45991         -3.05805        -7.88786        
-6.93889e-018   240631          8.56127         -179.017        -82.5271        
0               0               0               0               0               
0               0               0               0               0               
-0.118494       0.221584        0               0               6               1               
433.289         0               5.00147         1.37646         118652          
55.0004         77.9558         -0.0269985      0.336537        -0.0326437      
0.336537        -0.000191738    -0.140447       -0.131898       -4.66145e-005   
135.31          193.244         -1038.26        462.988         1038.26         
55.0003         77.6195         0.240574        0.000137879     238.73          
31764.4         2.61241         2.47489         289.956         0.390151        
-1.25261        -106.006        0               0               -146.402        
49.7435         50              0               0.189921        -1.05382        
-106.179        -53.6163        49552.2         0               0               
0               0               0               0               0               
77.6406         55.0917         -0.000810285    -1.65583        0.73075         
0               0.73075         -1.65583        0               0               
61.0596         13847.3         0               0.501044        225.61          
117.122         0.99926         6.39228         0               0               
0.00154802      -0.0599854      -1.55712e-005   -0.00153245     -0.0615334      
-0.00156359     0.0584373       0               0               0               
0               222031          49551.8         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               7               1               
450.834         0               22.5465         2.63455         80862.4         
60.6138         86.4457         0.179535        0.718283        -15.6943        
0.691507        -0.194294       -6.56087        -0.604978       0.407887        
930.54          1677.97         -12976.4        777.395         12976.4         
57.9234         85.7516         0.417003        0.116678        184.907         
7275.01         2.37472         1.99199         214.037         1.18507         
-1.73559        -84.9043        0               0               -33.8108        
45.5803         46.0936         0               1.06051         -1.58856        
-85.0458        -43.3172        6238.69         0.000496715     0               
-9.25747e-005   13.0917         -6.3006         0.0106814       -0.00225944     
85.7727         58.1769         0.0832324       6.4128          -1.49274        
5038.13         -1.49274        6.4128          2.00075         -2518.12        
0               1791.18         0               0.694234        191.847         
27.0486         0.99926         6.39228         0               0               
0.0188351       -0.783654       -0.211161       0.192326        -0.802489       
-0.229996       0.764819        0               0               0               
0               240631          6237.94         0               0               
0               0               0               0               0               
0               0               0               0               0               
-0.116649       0.222143        0               0               7               1               
453.342         2               25.0545         2.80641         66955.6         
96.4096         84.461          -2.82544        2.06123         -129.631        
-1.31508        -1.58735        30.6467         5.33788         -4.03198        
996.499         1811.96         -14983.5        828.107         14983.5         
75.4714         85.3813         -0.731494       0.865154        179.891         
7416.26         2.35967         1.9644          216.044         1.04063         
-1.54452        -65.938         0               0               -24.7137        
37.6136         38.8591         0               0.966628        -1.44242        
-66.0345        -33.7384        4.39939         1.48332         0               
-1.56832        18.6911         -0.690225       2.98084         -2.89434        
85.3972         75.7645         -2.64772        -28.4166        26.5053         
-206.77         60.9954         -65.3936        3.37822         61.2068         
0               1791.18         0               0.617808        161.501         
19.771          0.99926         6.39228         0               0               
0.470699        0.922563        -1.16718        0.696481        0.451864        
-1.63788        -1.39326        4.38145         -2.61205        -3.51771        
1.38778e-017    240631          4.61273         -179.604        -82.5174        
0               0               0               0               0               
0               0               0               0               0               
-0.116649       0.222143        0               0               7               1               
433.299         0               5.00147         1.37646         118653          
54.9972         77.9551         0.058599        0.336406        0.085384        
0.336406        0.00050132      -0.0630828      -0.132006       4.4234e-005     
135.317         193.246         -1038.26        462.988         1038.26         
54.9979         77.6189         0.240484        -0.000361038    238.73          
31764.4         2.61241         2.47489         289.956         0.390135        
-1.2526         -106.006        0               0               -146.402        
49.7436         50              0               0.189927        -1.05382        
-106.179        -53.6164        49534.5         0               0               
0               0               0               0               0               
77.6228         54.8994         0.000810285     -1.6332         0.621922        
0               0.621922        -1.6332         0               0               
61.0546         13841           0               0.501039        225.61          
117.122         0.999258        6.39217         0               0               
-0.0022057      -0.0599496      3.77126e-005    0.00216799      -0.0577439      
0.00224341      0.0621553       0               0               0               
0               222031          49534.1         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               8               1               
450.834         0               22.5365         2.63611         80941.8         
60.5719         86.4618         0.505933        0.682642        -10.6707        
0.670839        -0.126398       -5.40829        -0.659441       0.337615        
930.177         1673.15         -12977.7        777.854         12977.7         
58.7532         85.791          0.404701        0.0757483       184.927         
7275.12         2.37478         1.9921          214.029         1.18931         
-1.7402         -84.9453        0               0               -33.7999        
45.6417         46.1299         0               1.06102         -1.58948        
-85.0906        -43.3401        6236.5          9.04535e-006    0               
-0.000256243    12.9896         -6.34219        0.00603095      -0.00382047     
85.7916         58.4467         0.0789884       3.97554         -2.30269        
5039.05         -2.30269        3.97554         2.00075         -2518.58        
0               1786.03         0               0.696082        191.913         
27.0399         0.999258        6.39217         0               0               
0.0116031       -0.761279       -0.139663       0.128059        -0.772882       
-0.151266       0.749676        0               0               0               
0               240631          6235.75         0               0               
0               0               0               0               0               
0               0               0               0               0               
-0.116159       0.22128         0               0               8               1               
453.341         2               25.0435         2.80647         66944.2         
89.9388         82.2873         -2.52467        3.17735         -158.719        
-2.9611         -1.15267        41.414          -0.902901       -6.73218        
996.348         1809.46         -14984.9        828.125         14984.9         
74.9657         85.0212         -1.55511        0.680125        179.913         
7416.34         2.35974         1.96452         216.035         1.07365         
-1.57819        -65.8936        0               0               -24.7067        
36.9169         38.8476         0               0.82057         -1.29237        
-66.1771        -33.7348        3.7386          1.44402         0               
-1.79193        18.9667         -2.48948        0.798399        -3.50502        
85.0284         74.7077         -2.62259        -9.42317        37.6874         
-607.239        217.105         -54.2838        3.3781          179.758         
0               1786.03         0               0.631275        161.43          
19.7654         0.999258        6.39217         0               0               
0.386825        3.22217         -0.236557       -0.150268       2.83535         
-0.623381       -3.609          3.72045         -0.571472       -3.6763         
0               240631          3.91051         -179.559        -82.4074        
0               0               0               0               0               
0               0               0               0               0               
-0.116159       0.22128         0               0               8               1               
433.279         0               5.00147         1.37646         118652          
54.9973         77.9555         0.0319223       0.336477        0.0561666       
0.336476        0.000329844     -0.0519995      -0.131963       -1.69779e-005   
